match_id,patch,blue_1,blue_2,blue_3,blue_4,blue_5,red_1,red_2,red_3,red_4,red_5,blue_win
NA1_5508951350,16.5,Darius,Ezreal,Jayce,Ryze,Senna,Hecarim,Karma,Sivir,Sona,Swain,0
NA1_5508313283,16.5,Jhin,Soraka,Talon,Tryndamere,Viktor,Caitlyn,Hecarim,Lulu,Orianna,Rumble,0
NA1_5506056688,16.5,Aphelios,Diana,Riven,Soraka,Syndra,Graves,Jayce,Kayle,Senna,Veigar,1
NA1_5509102125,16.5,Ambessa,Annie,Mordekaiser,Nautilus,Veigar,Jhin,Kindred,Morgana,Varus,Ziggs,1
NA1_5507552234,16.5,Ashe,Hecarim,Lulu,Varus,Xerath,Amumu,Aphelios,Kassadin,Milio,Poppy,1
NA1_5508533145,16.5,Gangplank,Jinx,Taliyah,Talon,Thresh,Ahri,Bard,Belveth,Heimerdinger,Varus,1
NA1_5506936480,16.5,Anivia,Graves,Syndra,Yuumi,Zeri,JarvanIV,Rakan,Yone,Yorick,Yunara,0
NA1_5509054828,16.5,DrMundo,Hwei,Kaisa,Rell,Viego,Jayce,Mel,Nasus,Singed,Thresh,0
NA1_5506746025,16.5,Ambessa,Ezreal,Katarina,Nami,Nasus,Ekko,Gangplank,Leona,Smolder,Yasuo,1
NA1_5506459099,16.5,Ornn,Rengar,Swain,Sylas,Tryndamere,Ambessa,Anivia,Corki,Taliyah,Varus,0
NA1_5506864290,16.5,Ezreal,Kayle,Leblanc,Pyke,XinZhao,Hwei,JarvanIV,Nautilus,Samira,Vayne,1
NA1_5507812852,16.5,Aurora,Jhin,Nunu,Thresh,Zaahen,Ahri,Ezreal,MasterYi,Sett,Zoe,0
NA1_5507913100,16.5,Irelia,Khazix,Smolder,Sona,Sylas,Aatrox,Bard,Ekko,Qiyana,Sivir,0
NA1_5508475711,16.5,Gnar,Jinx,MasterYi,Qiyana,Soraka,Gangplank,Graves,Hwei,Pyke,Tristana,1
NA1_5508588069,16.5,Draven,Karma,Ornn,Shaco,Trundle,Aphelios,Neeko,Olaf,Soraka,Yone,1
NA1_5505994034,16.5,Irelia,Kindred,Lissandra,Maokai,Xayah,MasterYi,Morgana,Sett,Smolder,Sona,1
NA1_5507100055,16.5,Braum,Ezreal,Ornn,Swain,Sylas,Khazix,Maokai,Smolder,Udyr,Viktor,0
NA1_5507033477,16.5,Caitlyn,Morgana,Ornn,Sona,Zed,Jinx,Mordekaiser,Nocturne,Viktor,Yuumi,1
NA1_5506434310,16.5,Aurora,Chogath,Hecarim,Leona,Tristana,Anivia,Camille,Elise,Karma,Sivir,1
NA1_5506285622,16.5,Alistar,Draven,Katarina,LeeSin,MonkeyKing,Ekko,Hecarim,Jinx,Nautilus,Ornn,1
NA1_5507960468,16.5,Briar,Kayle,Naafiri,Vladimir,Yuumi,Pyke,Qiyana,Sylas,Twitch,Ziggs,1
NA1_5508975799,16.5,Camille,JarvanIV,Mel,Pyke,Sivir,Aatrox,Alistar,Aurora,Ezreal,Taliyah,1
NA1_5508044176,16.5,Ambessa,Ezreal,Lissandra,Soraka,Vayne,Akshan,Kaisa,LeeSin,Nautilus,Zaahen,1
NA1_5506987662,16.5,Ambessa,Jax,Sona,Vladimir,Xerath,Blitzcrank,Gragas,Kalista,Leblanc,XinZhao,0
NA1_5505583582,16.5,Ahri,Aphelios,Garen,Khazix,Nautilus,Irelia,TahmKench,Talon,Vladimir,Yunara,0
NA1_5507193145,16.5,Ashe,Irelia,Nilah,Shen,Zyra,Ekko,FiddleSticks,Fiora,Yasuo,Yunara,0
NA1_5508880188,16.5,Swain,Tryndamere,Yone,Zed,Zyra,Aatrox,Bard,Brand,Ezreal,Zaahen,0
NA1_5508661102,16.5,Ambessa,Ezreal,Graves,Karma,Sylas,Aphelios,Janna,Jayce,Malphite,Swain,1
NA1_5506399888,16.5,Darius,Ezreal,Heimerdinger,Leona,Zac,Gragas,Jinx,KSante,Poppy,Swain,0
NA1_5506678531,16.5,Annie,Bard,Darius,JarvanIV,Neeko,Aphelios,Briar,Gwen,Pyke,Viktor,1
NA1_5507824851,16.5,Mel,Naafiri,Seraphine,Urgot,Viego,RekSai,Rell,Rumble,Yone,Yunara,0
NA1_5507639724,16.5,Ahri,Alistar,Ashe,Shen,Zed,Pantheon,Singed,Sion,Yasuo,Zoe,1
NA1_5507307094,16.5,Aphelios,Aurora,Graves,Riven,Thresh,Kindred,Lucian,Sona,Veigar,Viktor,1
NA1_5506727674,16.5,Ezreal,Garen,Leona,Orianna,Volibear,Ambessa,Nami,Nasus,XinZhao,Ziggs,1
NA1_5507902284,16.5,Ambessa,Annie,Lulu,Riven,Yunara,Elise,Garen,Mel,Rakan,Yasuo,1
NA1_5507567171,16.5,Akshan,Ambessa,Malphite,Rumble,TahmKench,Diana,Jhin,Nami,Viktor,Zaahen,1
NA1_5508540457,16.5,Caitlyn,Karma,Shaco,Sion,Sylas,Bard,Ezreal,Orianna,Rengar,Zaahen,1
NA1_5508704510,16.5,Caitlyn,Fiora,Karma,Viktor,Zac,Ezreal,Gwen,Nami,Ornn,Yone,1
NA1_5508203724,16.5,Jayce,Kaisa,Kindred,Poppy,Ryze,Ambessa,Leona,Twitch,Varus,Ziggs,1
NA1_5506251347,16.5,Anivia,Camille,Hecarim,Jhin,Zilean,Neeko,Taliyah,Urgot,Vayne,Yasuo,0
NA1_5505574724,16.5,Anivia,Ashe,Fiora,Yuumi,Zac,Caitlyn,Nautilus,Nocturne,Teemo,TwistedFate,1
NA1_5507963354,16.5,Heimerdinger,Jhin,Pantheon,Rengar,Zed,Amumu,Fiora,Mel,Rell,Sion,1
NA1_5506799341,16.5,Hwei,Ornn,Sona,Talon,TwistedFate,Draven,FiddleSticks,Fiora,Senna,Syndra,1
NA1_5507685626,16.5,Ahri,Irelia,Rakan,Veigar,Zaahen,Gnar,Lux,Sylas,Taliyah,Viego,0
NA1_5507017241,16.5,Ahri,Ashe,Kindred,Olaf,Sona,Lux,Nautilus,Qiyana,Ryze,Vi,1
NA1_5506950729,16.5,Ambessa,Aphelios,Fizz,TahmKench,Yone,Akali,Anivia,Braum,Jinx,Kayn,0
NA1_5506472718,16.5,Ashe,Gangplank,Graves,Katarina,Thresh,FiddleSticks,Senna,Sylas,Talon,Varus,1
NA1_5507224410,16.5,Graves,Irelia,Ornn,Velkoz,Yuumi,Ashe,DrMundo,Lulu,Shaco,Yasuo,0
NA1_5507061914,16.5,Hecarim,Irelia,MissFortune,Viktor,Zilean,Ekko,Lux,Renekton,Vi,Zoe,1
NA1_5509112838,16.5,Chogath,Corki,Nami,Olaf,Zaahen,Ryze,Sylas,Taric,Tristana,Urgot,1
NA1_5508710721,16.5,Blitzcrank,Gnar,Hwei,KogMaw,Sion,Ahri,Lux,Smolder,Sona,Volibear,0
NA1_5507826159,16.5,Ambessa,Hwei,Ryze,Seraphine,Urgot,Alistar,Aphelios,Jayce,Viktor,Yone,0
NA1_5506857638,16.5,AurelionSol,LeeSin,Senna,Singed,Twitch,Aurora,Caitlyn,Hecarim,Karma,Rumble,0
NA1_5506390355,16.5,Anivia,Galio,Jayce,Swain,Yunara,Aphelios,Jax,Leblanc,Leona,Taliyah,1
NA1_5507362873,16.5,Jayce,MonkeyKing,Naafiri,Vladimir,Yuumi,Mel,Poppy,Quinn,Shaco,Urgot,0
NA1_5507006940,16.5,Ambessa,Khazix,Mel,Neeko,Rumble,Leona,Lillia,Renekton,Xayah,Zed,1
NA1_5507664114,16.5,Ezreal,Nautilus,Rengar,Sylas,Vayne,Akali,Corki,Karma,Nocturne,Urgot,0
NA1_5509257427,16.5,Malphite,Nautilus,Yasuo,Zaahen,Zac,Brand,Irelia,Milio,Vayne,Viego,0
NA1_5506708285,16.5,Graves,Nami,Ornn,Twitch,Yunara,Caitlyn,Nautilus,Sion,TwistedFate,Viego,0
NA1_5509078531,16.5,Corki,Mel,RekSai,Shen,Thresh,Ambessa,Belveth,Blitzcrank,Jinx,Sylas,0
NA1_5508192761,16.5,Ahri,JarvanIV,Milio,Nilah,Yasuo,Braum,Jayce,Ryze,Sivir,Zac,1
NA1_5507906786,16.5,Leona,Mel,Rengar,Singed,Viktor,Alistar,DrMundo,Vladimir,Yasuo,Yone,0
NA1_5506952102,16.5,Aphelios,Ekko,Leona,Tryndamere,Viktor,Braum,DrMundo,Draven,Jax,Leblanc,1
NA1_5508759321,16.5,Aurora,Blitzcrank,Ezreal,Graves,Leblanc,Irelia,Kaisa,Qiyana,Sylas,Thresh,0
NA1_5506261003,16.5,Graves,Smolder,Thresh,Warwick,Zoe,Ahri,Kindred,Ornn,Udyr,Yuumi,1
NA1_5509044806,16.5,Graves,Mel,MissFortune,Senna,Singed,Irelia,Lulu,Poppy,Udyr,Vayne,1
NA1_5506633859,16.5,Anivia,Brand,Malphite,Nilah,Senna,DrMundo,Ekko,MissFortune,Pyke,Viktor,0
NA1_5507941102,16.5,Ahri,Aphelios,LeeSin,Leona,RekSai,Kaisa,Kayn,Nautilus,Urgot,Veigar,0
NA1_5505963360,16.5,Caitlyn,Lulu,RekSai,Sett,Swain,Naafiri,Nami,Samira,Vayne,Vladimir,1
NA1_5507579421,16.5,Hecarim,Irelia,Kassadin,TahmKench,Yuumi,Cassiopeia,Draven,Garen,Rengar,Trundle,1
NA1_5507469572,16.5,Anivia,MasterYi,Mel,Nami,Renekton,Hwei,Jayce,KogMaw,Rakan,Sion,1
NA1_5508744791,16.5,Aatrox,Bard,Ekko,MissFortune,Rumble,Briar,Corki,Katarina,Shaco,Sona,1
NA1_5505866962,16.5,Caitlyn,Darius,Nami,Swain,Yone,Kayn,Renekton,Samira,Thresh,TwistedFate,0
NA1_5508022646,16.5,Aphelios,Ekko,Illaoi,Sona,Swain,Akali,Camille,Graves,Leona,Ziggs,1
NA1_5506817820,16.5,Bard,Caitlyn,Gangplank,Orianna,Qiyana,Ashe,Sona,Twitch,Udyr,Veigar,0
NA1_5506999500,16.5,Draven,Garen,Graves,Pyke,Viktor,Alistar,Ezreal,Katarina,Kayn,Trundle,1
NA1_5508789523,16.5,Kayle,Lucian,Nami,RekSai,Viktor,Ezreal,Graves,Malphite,Nautilus,Ryze,1
NA1_5507495243,16.5,Alistar,Azir,Diana,Draven,Ornn,Akshan,Karthus,Leona,Samira,Zaahen,0
NA1_5506954121,16.5,Janna,Jhin,Kayn,Malphite,Teemo,Braum,Darius,Katarina,Mel,Udyr,1
NA1_5508057815,16.5,Fiora,Karma,Sylas,Yasuo,Yunara,Anivia,Aphelios,Lulu,Swain,Vi,0
NA1_5508361066,16.5,Lissandra,Mordekaiser,Shaco,Thresh,Xayah,Ezreal,Garen,Milio,Pantheon,Sylas,1
NA1_5506940979,16.5,Diana,Garen,Kaisa,Leona,Yasuo,Camille,Gangplank,Kindred,Lux,Zoe,1
NA1_5507694815,16.5,Chogath,Corki,Graves,Lucian,Zac,DrMundo,Jinx,Karma,Viego,Viktor,1
NA1_5508522881,16.5,Ezreal,Hwei,Rakan,Renekton,Zaahen,Jayce,Kaisa,Orianna,Pyke,Yasuo,0
NA1_5508013924,16.5,Ahri,Bard,Jayce,Jhin,Kayn,Ashe,Diana,LeeSin,Ornn,Xerath,1
NA1_5508885486,16.5,Aphelios,Garen,Hecarim,Vladimir,Yuumi,Caitlyn,Fizz,Janna,Riven,Skarner,1
NA1_5508686323,16.5,Ahri,Ashe,Brand,Malphite,Thresh,Caitlyn,Kayn,Milio,Sion,Swain,0
NA1_5508374099,16.5,Hwei,Jayce,Pyke,Seraphine,Zac,Alistar,JarvanIV,Jinx,Leblanc,Rumble,1
NA1_5506988184,16.5,Ezreal,Kled,Orianna,Thresh,XinZhao,Akali,Annie,Aphelios,Qiyana,Taliyah,0
NA1_5508225210,16.5,Ahri,Lulu,Sion,Talon,Yunara,Ashe,Jayce,Nami,Qiyana,Zaahen,0
NA1_5506806359,16.5,Aphelios,Graves,Malphite,Sona,Vladimir,Karthus,Orianna,Riven,Senna,Sylas,0
NA1_5506584426,16.5,Alistar,Camille,Malphite,Velkoz,Zed,MasterYi,Nasus,Rakan,Ryze,Veigar,1
NA1_5506438926,16.5,Akali,JarvanIV,MissFortune,Senna,Yasuo,Anivia,Caitlyn,Graves,Malphite,Syndra,0
NA1_5506029486,16.5,Jayce,Leona,Orianna,Riven,Zeri,Akali,Ambessa,Nautilus,Renekton,Senna,0
NA1_5509206214,16.5,Garen,Kaisa,Nautilus,Viktor,Zed,Bard,Darius,Hecarim,Nilah,Ornn,1
NA1_5506895519,16.5,Brand,Kennen,MonkeyKing,Senna,Syndra,Katarina,Neeko,TwistedFate,Vayne,Zaahen,1
NA1_5509250346,16.5,Ambessa,Ezreal,Milio,Shaco,Zed,Brand,Chogath,Lucian,Skarner,Yuumi,1
NA1_5507472833,16.5,Akali,Garen,Lulu,Swain,Zaahen,Irelia,Jhin,Rengar,Vex,Xerath,1
NA1_5508089133,16.5,Ambessa,Brand,Jhin,Nami,Rumble,Chogath,Jayce,Renekton,Senna,Veigar,1
NA1_5507879181,16.5,Draven,Nami,Skarner,Sylas,Zaahen,Ambessa,Ezreal,Garen,Soraka,Zilean,1
NA1_5506784835,16.5,Fiora,Jinx,Nami,TwistedFate,Vi,Ahri,Ezreal,Gangplank,Karma,Khazix,0
NA1_5507809710,16.5,Ambessa,Hwei,MonkeyKing,Seraphine,Syndra,Mel,Poppy,Veigar,Xerath,XinZhao,1
NA1_5508473165,16.5,Orianna,Pyke,Riven,Taliyah,Vayne,Ivern,Leblanc,Quinn,Senna,Twitch,0
NA1_5506263451,16.5,Irelia,Kaisa,Karma,Pantheon,Taliyah,Akali,Ezreal,Fiora,Zac,Zyra,0
NA1_5507117560,16.5,Caitlyn,Chogath,Karma,Kayle,LeeSin,Brand,Darius,Naafiri,Sion,Soraka,0
NA1_5508694043,16.5,Ahri,Ezreal,Galio,Nami,Talon,Aurora,Garen,Kaisa,Nautilus,Yone,1
NA1_5507945596,16.5,Aatrox,Azir,DrMundo,Ezreal,Taric,Ahri,Aphelios,Darius,Nami,Udyr,1
NA1_5509219633,16.5,Graves,Nautilus,Sylas,Yunara,Zac,Alistar,Corki,Fiora,Shaco,Syndra,1
NA1_5507972342,16.5,Aurora,Ezreal,JarvanIV,Shen,Udyr,Ambessa,Draven,Leblanc,Poppy,Zaahen,0
NA1_5508428439,16.5,Fiora,MissFortune,Qiyana,Rell,Veigar,Irelia,Pantheon,Seraphine,Urgot,Ziggs,1
NA1_5505535270,16.5,Ambessa,Gragas,Kaisa,Nautilus,RekSai,Aurora,Elise,Shaco,Smolder,Urgot,0
NA1_5507227649,16.5,Graves,Nautilus,Samira,Sylas,Teemo,Chogath,Kaisa,Kayn,Rell,Swain,0
NA1_5508736970,16.5,Garen,Mel,Naafiri,Senna,Ziggs,Ambessa,Ekko,Jinx,Sona,Swain,1
NA1_5506152088,16.5,Bard,Brand,Diana,Jinx,Renekton,FiddleSticks,Fizz,Jhin,Riven,Shaco,1
NA1_5507986834,16.5,Briar,Karma,Shaco,Sivir,Sylas,Ahri,Bard,Nidalee,Yone,Zed,0
NA1_5506656169,16.5,Aatrox,Ambessa,Corki,Nami,TwistedFate,Aurora,Draven,Shen,Sona,Zac,0
NA1_5508454069,16.5,Ashe,FiddleSticks,Graves,Katarina,Zaahen,Ambessa,Braum,Gangplank,MissFortune,Sylas,0
NA1_5508022196,16.5,Akali,Jayce,Kaisa,Nautilus,Renekton,Aurora,Jhin,Malphite,Rakan,Yasuo,1
NA1_5505799456,16.5,Jayce,LeeSin,Lucian,Rakan,Syndra,Azir,Graves,Malphite,Sona,Xayah,0
NA1_5507642714,16.5,Ahri,Akali,Darius,Draven,Nami,Ambessa,Brand,Fiora,Nautilus,Yasuo,1
NA1_5509198987,16.5,Amumu,Jinx,Milio,Zaahen,Zoe,Braum,Ezreal,Mel,TwistedFate,Zac,0
NA1_5505828219,16.5,Ambessa,Sona,Xayah,Yone,Zoe,DrMundo,Lucian,Naafiri,Pantheon,Vladimir,1
NA1_5508581642,16.5,Lucian,Nami,Shaco,Sion,Taliyah,Ambessa,Kaisa,Ornn,Soraka,Yone,0
NA1_5508426259,16.5,Ahri,Caitlyn,Hecarim,Singed,Xerath,Illaoi,JarvanIV,Lulu,Twitch,XinZhao,0
NA1_5509237934,16.5,Ambessa,Bard,Draven,Kennen,Zed,Aatrox,Lissandra,Lulu,Ornn,Varus,0
NA1_5506849005,16.5,Ambessa,Karma,Qiyana,Varus,Vladimir,Aurora,RekSai,Ryze,Senna,Xayah,0
NA1_5507488018,16.5,Ezreal,Hwei,Jayce,Nasus,Zilean,LeeSin,Lucian,Pyke,Viktor,Volibear,0
NA1_5506767833,16.5,Nami,Nunu,Ornn,Swain,Zed,Galio,Pantheon,Poppy,Varus,Vayne,0
NA1_5507221836,16.5,Aatrox,Ambessa,Draven,Nautilus,TwistedFate,Brand,Malzahar,MonkeyKing,Nami,Riven,1
NA1_5506877462,16.5,Azir,Braum,Leblanc,Smolder,Viego,Ezreal,Leona,Orianna,Udyr,Yasuo,1
NA1_5508615723,16.5,Ezreal,Karma,Renekton,Shaco,Viktor,Khazix,Lucian,Mel,Nami,Singed,1
NA1_5506422792,16.5,Draven,Gragas,JarvanIV,Xerath,Yuumi,Rengar,Singed,Sona,Tristana,Viego,0
NA1_5508431253,16.5,Qiyana,Senna,Teemo,Vayne,Zed,Caitlyn,Leblanc,Shaco,Sona,Urgot,1
NA1_5506524471,16.5,Alistar,Jhin,Naafiri,Orianna,Tryndamere,Graves,Jinx,Nautilus,Renekton,Swain,0
NA1_5507909271,16.5,Graves,Kaisa,Lissandra,Neeko,Sion,Braum,Jayce,Mel,Varus,Yone,1
NA1_5508735388,16.5,Graves,Mel,Senna,Yunara,Zac,Briar,Fizz,Irelia,Nautilus,Xerath,1
NA1_5507707888,16.5,DrMundo,Ezreal,Malphite,Nami,Syndra,Gwen,Hecarim,Janna,Twitch,Zed,1
NA1_5506842201,16.5,Anivia,Aurora,Hecarim,Shaco,Varus,Aphelios,Cassiopeia,Karma,RekSai,Singed,0
NA1_5508868064,16.5,Braum,Graves,Ornn,Smolder,Sylas,Alistar,Ezreal,Mel,Nocturne,Singed,1
NA1_5508834582,16.5,AurelionSol,Fiora,Nami,Nidalee,Zed,Ezreal,Gnar,Janna,Jayce,Karthus,1
NA1_5507477583,16.5,Hwei,Katarina,RekSai,Vayne,Yuumi,Cassiopeia,JarvanIV,Senna,Varus,Velkoz,0
NA1_5507906791,16.5,Belveth,Heimerdinger,Jhin,KSante,Nautilus,Ezreal,Illaoi,Katarina,Seraphine,Talon,1
NA1_5507072039,16.5,Ezreal,MonkeyKing,Pyke,Viktor,XinZhao,Caitlyn,Malphite,Poppy,Sylas,Zeri,0
NA1_5508117148,16.5,Caitlyn,Sion,Thresh,Viktor,Zac,Ezreal,Katarina,Nami,Shen,Yasuo,0
NA1_5505897751,16.5,Amumu,Riven,Swain,Vayne,Volibear,Akali,Graves,Seraphine,Yone,Yunara,0
NA1_5509217594,16.5,Ekko,Kaisa,Khazix,Nasus,Soraka,Mel,Nami,Talon,Viego,Zed,0
NA1_5506969320,16.5,Akali,Ambessa,Garen,Sivir,Yuumi,Annie,Poppy,Warwick,Xayah,Yasuo,0
NA1_5508248119,16.5,Bard,MasterYi,MissFortune,Syndra,Zilean,Akshan,Aurora,Graves,KogMaw,Neeko,0
NA1_5508510307,16.5,Irelia,Jinx,Thresh,Tristana,Udyr,Akshan,Caitlyn,Morgana,Nunu,Yorick,1
NA1_5505588732,16.5,Ezreal,Nami,Nasus,Orianna,Skarner,Ahri,KSante,Lucian,Milio,Zac,0
NA1_5508906048,16.5,Aatrox,Bard,Ezreal,Zed,Zilean,Akshan,Karma,Kindred,Lux,Zoe,1
NA1_5508453781,16.5,Irelia,Rell,Yone,Zac,Ziggs,Aurora,RekSai,Riven,Sivir,Sona,1
NA1_5509183819,16.5,FiddleSticks,Mel,Ryze,Trundle,Yunara,Alistar,Ashe,Belveth,Chogath,Yone,0
NA1_5508374267,16.5,Annie,Aphelios,Garen,Hecarim,Morgana,Katarina,Kayle,RekSai,Smolder,Thresh,0
NA1_5505840571,16.5,Aatrox,Jinx,Kennen,Velkoz,Yone,Bard,Caitlyn,Hwei,Mordekaiser,Qiyana,1
NA1_5507920605,16.5,Elise,Fiora,Leblanc,LeeSin,Smolder,Akali,Blitzcrank,Darius,RekSai,Xayah,1
NA1_5508631374,16.5,Ahri,Camille,Hecarim,Leona,Senna,Corki,Soraka,Sylas,Talon,Zaahen,0
NA1_5508003398,16.5,DrMundo,Jayce,Jhin,Sona,Vladimir,Aatrox,Briar,Corki,Nami,Shaco,0
NA1_5505927651,16.5,Gwen,Jinx,Lulu,Sett,Swain,Ahri,Caitlyn,Riven,Sona,Udyr,0
NA1_5508501009,16.5,Ahri,Ezreal,Graves,Illaoi,Sona,Fiora,JarvanIV,Jinx,Orianna,Seraphine,0
NA1_5508811720,16.5,Aphelios,Evelynn,Irelia,Thresh,Xerath,Ambessa,Gangplank,Kaisa,Mel,Veigar,1
NA1_5509163291,16.5,Diana,Karma,Malzahar,Shen,Yasuo,Fizz,Janna,Jinx,Riven,Zed,0
NA1_5507690497,16.5,Ezreal,Gangplank,Karma,Khazix,Velkoz,Hecarim,Janna,Jhin,Taliyah,Yone,1
NA1_5508732146,16.5,Akali,Ashe,Fiora,Rell,Viego,Brand,Ezreal,LeeSin,Lissandra,Ornn,1
NA1_5507682591,16.5,Gragas,Kayn,Lucian,Malphite,Nami,Aphelios,LeeSin,Lulu,TwistedFate,Vayne,1
NA1_5507854670,16.5,Bard,Camille,Ezreal,Qiyana,Zac,Gnar,Lucian,Nocturne,Orianna,Rakan,1
NA1_5507059667,16.5,Brand,Senna,Vladimir,Zaahen,Zac,Aurora,Caitlyn,Ivern,MonkeyKing,Ryze,0
NA1_5509144774,16.5,Ambessa,Fiora,Nami,Nidalee,Vayne,Ashe,Graves,Malzahar,Sona,Zaahen,0
NA1_5508174429,16.5,Ezreal,Graves,Karma,Ryze,Talon,Aatrox,Caitlyn,FiddleSticks,Jayce,Syndra,0
NA1_5508092930,16.5,Akali,Ambessa,Azir,Nautilus,Yasuo,Caitlyn,Jayce,Milio,Talon,Vex,0
NA1_5507959712,16.5,Ahri,JarvanIV,Jinx,Kayle,Yasuo,Malzahar,Senna,Singed,Swain,Udyr,1
NA1_5507928639,16.5,Ahri,Alistar,Aurora,Rengar,Yunara,Heimerdinger,Jayce,KSante,Rell,Xayah,1
NA1_5507076600,16.5,Ambessa,Diana,Maokai,Varus,Yasuo,Anivia,Karma,Khazix,Qiyana,Veigar,1
NA1_5507161228,16.5,Hecarim,Karma,Seraphine,Singed,Yone,Alistar,Irelia,Ivern,Kaisa,Swain,0
NA1_5508754744,16.5,Graves,Hwei,KogMaw,Lulu,Rumble,AurelionSol,Caitlyn,Jayce,Olaf,Seraphine,0
NA1_5508307873,16.5,Renekton,Senna,Smolder,Yone,Zyra,Graves,Jayce,Nautilus,Syndra,Veigar,1
NA1_5505997667,16.5,Bard,Mel,MonkeyKing,Riven,Ryze,Annie,Jayce,Khazix,Lucian,Yuumi,1
NA1_5509180608,16.5,Ambessa,Corki,Galio,Shaco,Zyra,Aatrox,Nautilus,Varus,Vex,Viktor,1
NA1_5509067085,16.5,Camille,Draven,Fizz,Nautilus,XinZhao,Azir,Chogath,Sona,TwistedFate,Xayah,0
NA1_5506146492,16.5,Caitlyn,Corki,RekSai,Shaco,Zac,Ekko,Galio,Jinx,Lulu,Yone,0
NA1_5508569256,16.5,Akali,Lucian,Nautilus,Orianna,Zaahen,Graves,Mel,Nami,Syndra,Urgot,0
NA1_5508820336,16.5,Akshan,Ezreal,Leona,Talon,Varus,Jax,Kaisa,MasterYi,Poppy,Soraka,0
NA1_5507096690,16.5,Jhin,Lux,Ornn,Sona,Zaahen,AurelionSol,Graves,Thresh,Xerath,Zyra,0
NA1_5507673679,16.5,Akali,Ambessa,Caitlyn,DrMundo,Leblanc,Aatrox,Ekko,Leona,Nocturne,Varus,0
NA1_5506594109,16.5,Sylas,Varus,Vayne,Yunara,Zoe,Ambessa,Garen,Nami,Swain,Tristana,0
NA1_5506888205,16.5,Aphelios,Fiora,Katarina,Nautilus,Qiyana,Ezreal,JarvanIV,Karma,Poppy,Vladimir,1
NA1_5508717386,16.5,Alistar,Shaco,Smolder,Vladimir,Yone,Corki,Graves,Karma,Malphite,Ryze,0
NA1_5505660132,16.5,Akshan,Brand,Yasuo,Yunara,Zac,Fiora,Hecarim,Lux,Taliyah,Zilean,1
NA1_5507595360,16.5,Aatrox,Draven,Hecarim,Vex,Yuumi,Caitlyn,Darius,Fizz,Nocturne,Zyra,0
NA1_5506855091,16.5,Aurora,Kalista,Nocturne,Singed,Trundle,Ahri,Belveth,DrMundo,MissFortune,Senna,1
NA1_5508668200,16.5,Corki,Kassadin,Khazix,Shaco,Warwick,Azir,Graves,Hwei,Lucian,Lulu,0
NA1_5505861984,16.5,AurelionSol,Corki,Khazix,Lux,Ornn,Graves,Kennen,Renekton,Sivir,Zilean,1
NA1_5509106914,16.5,Karma,Lillia,Rakan,Syndra,Vayne,Jinx,Khazix,MasterYi,Mordekaiser,Sona,0
NA1_5506608011,16.5,Ambessa,Lucian,Orianna,Sona,Vladimir,Azir,Draven,Graves,Jayce,Thresh,1
NA1_5507879183,16.5,Jayce,Nautilus,Nidalee,Orianna,Yunara,Bard,LeeSin,Lux,Sion,Smolder,1
